establecimiento,filas,dataset
"('ESCUELA DE ESTUDIOS PENITENCIARIOS', 'guatemala')",[],guatemala
"('COLEGIO EPIC GUATEMALA', 'guatemala')",[],guatemala
"('LICEO NUEVA GENERACIÓN', 'guatemala')",[],guatemala
"('COLEGIO WALDORF', 'guatemala')",[],guatemala
"('COLEGIO CDS MUNICIPAL', 'guatemala')",[],guatemala
"('COLEGIO BILINGÜE VISTA HERMOSA', 'guatemala')",[],guatemala
"('COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO CHRISTIAN SCHOOL OF GUATEMALA', 'guatemala')",[],guatemala
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEIRO', 'guatemala')",[],guatemala
"('INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMBIO INTEGRAL', 'guatemala')",[],guatemala
"('INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ NUEVA ESPERANZA', 'guatemala')",[],guatemala
"('INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ GENESIS', 'guatemala')",[],guatemala
"('COLEGIO NALEB ', 'guatemala')",[],guatemala
"('COLEGIO INTERNACIONAL DE GUATEMALA', 'guatemala')",[],guatemala
"('CENTRO ESCOLAR SOLALTO', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO DE INTERACCION EN COMPUTACION', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA', 'guatemala')",[],guatemala
"('COLEGIO BILINGUE CORBAN', 'guatemala')",[],guatemala
"('COLEGIO FORMACION INTEGRAL DE AMATITLAN', 'guatemala')",[],guatemala
"('COLEGIO PEDAGOGICO INTEGRAL ALBORADA', 'guatemala')",[],guatemala
"('LICEO CRISTIANO BETH SHALOM', 'guatemala')",[],guatemala
"('COLEGIO MIXTO CULTURA', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO NISI AMATITLANECO', 'guatemala')",[],guatemala
"('INSTITUTO PROFESIONAL AMERICANO ROBERT GREGG', 'guatemala')",[],guatemala
"('COLEGIO BILINGUE K IYB AL', 'guatemala')",[],guatemala
"('INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO', 'guatemala')",[],guatemala
"('LICEO CRISTIANO ANTIOQUIA', 'guatemala')",[],guatemala
"('LICEO MIXTO AMATITLANECO', 'guatemala')",[],guatemala
"('LICEO APLICADO EN COMPUTACION DE AMATITLAN', 'guatemala')",[],guatemala
"('LICEO GUATEMALTECO', 'guatemala')",[],guatemala
"('COLEGIO INTEGRAL NUEVO AMANECER EN EL VALLE', 'guatemala')",[],guatemala
"('ESCUELA NORMAL INTERCULTURAL DE AMATITLÁN', 'guatemala')",[],guatemala
"('COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN', 'guatemala')",[],guatemala
"('LICEO MIXTO CRISTIANO JIREH', 'guatemala')",[],guatemala
"('LICEO MIXTO CRISTIANO PENIEL', 'guatemala')",[],guatemala
"('COLEGIO MIXTO MARÍA JULIA RAMÍREZ GÓMEZ', 'guatemala')",[],guatemala
"('INSTITUTO TÉCNICO VOCACIONAL PRIVADO AMATITLANECO', 'guatemala')",[],guatemala
"('INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA LOS CERRITOS', 'guatemala')",[],guatemala
"('COLEGIO PRESBITERIANO JUAN CALVINO', 'guatemala')",[],guatemala
"('LICEO COLONIAL', 'guatemala')",[],guatemala
"('LICEO CRISTIANO BETH SHALOM SUR', 'guatemala')",[],guatemala
"('LICEO SONIEL', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO VILLA SAMUEL', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO PALABRA DE VIDA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLÁN', 'guatemala')",[],guatemala
"('INSTITUTO DE EDUCACION POR COOPERATIVA DE ENSEÑANZA EMANUEL', 'guatemala')",[],guatemala
"('COLEGIO MIXTO EL RENUEVO', 'guatemala')",[],guatemala
"('COLEGIO SAGRADO CORAZON DE AMATITLÁN', 'guatemala')",[],guatemala
"('COLEGIO OVS', 'guatemala')",[],guatemala
"('COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN', 'guatemala')",[],guatemala
"('INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA', 'guatemala')",[],guatemala
"('LICEO MIXTO SAN JUAN', 'guatemala')",[],guatemala
"('ESCUELA DE CIENCIAS COMERCIALES ADSCRITO AL INEB.', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MODERNO AMATITLAN', 'guatemala')",[],guatemala
"('COLEGIO MIXTO CIENCIAS COMERCIALES ', 'guatemala')",[],guatemala
"('LICEO CRISTIANO ANTIOQUÍA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO CULTURA ', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO MONTE SION SABATINO', 'guatemala')",[],guatemala
"('COLEGIO TECNICO INDUSTRIAL AMATITLAN', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO SAN JOSE', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO CAMINO DE VIDA', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO SILOE AMATITLAN', 'guatemala')",[],guatemala
"('COLEGIO SAN LORENZO', 'guatemala')",[],guatemala
"('LICEO MIXTO CRISTIANO JIREH ', 'guatemala')",[],guatemala
"('COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLAN', 'guatemala')",[],guatemala
"('COLEGIO FORMACION INTEGRAL DE AMATITLÁN', 'guatemala')",[],guatemala
"('ESCUELA NORMAL INTERCULTURAL DE AMATITLAN', 'guatemala')",[],guatemala
"('CENTRO DE FORMACION INTEGRAL CENFIN ', 'guatemala')",[],guatemala
"('CENTRO DE FORMACION INTEGRAL CENFIN POR MADUREZ', 'guatemala')",[],guatemala
"('INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO', 'guatemala')",[],guatemala
"('COLEGIO MEDALLA MILAGROSA ', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO CAMINO DE VIDA POR MADUREZ', 'guatemala')",[],guatemala
"('COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN', 'guatemala')",[],guatemala
"('COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO EL SHADDAI AMATITLANECO ', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO UN NUEVO DIA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO CIENCIAS COMERCIALES', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO PENIEL PERONIA', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE', 'guatemala')",[],guatemala
"('LICEO CIENTIFICO AMOR Y SABIDURIA', 'guatemala')",[],guatemala
"('INSTITUTO MIXTO NOCTURNO DE FORMACION TECNICA INTEGRAL CENTROAMERICANO', 'guatemala')",[],guatemala
"('INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO HERMOSO JESUS', 'guatemala')",[],guatemala
"('COLEGIO MIXTO NUESTRA PATRIA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO REAL EL VALLE', 'guatemala')",[],guatemala
"('COLEGIO DE EDUCACION AVANZADA VERMONT', 'guatemala')",[],guatemala
"('COLEGIO CAMINO VERDE', 'guatemala')",[],guatemala
"('COLEGIO MIXTO CRISTIANO SABIDURIA, AMOR Y PAZ', 'guatemala')",[],guatemala
"('COLEGIO LUIS REY', 'guatemala')",[],guatemala
"('ESCUELA PARA ADULTOS CON FORMACION PARA EL TRABAJO DEBORA', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO MIXTO GALILEA', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO BETEL SHAMMA', 'guatemala')",[],guatemala
"('COLEGIO PEDAGOGICO MODERNO', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO MIXTO, JOSUE UNO TRES', 'guatemala')",[],guatemala
"('LICEO MIXTO ORIENTAL GUATEMALTECO', 'guatemala')",[],guatemala
"('COLEGIO LICEO MIXTO ORIENTAL GUATEMALTECO', 'guatemala')",[],guatemala
"('INSTITUTO MIXTO PRIVADO JUAN GERARDI', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE', 'guatemala')",[],guatemala
"('CENTRO DE ESTUDIOS DE INFORMATICA, COMPUTACION Y TECNOLOGIA CEICT', 'guatemala')",[],guatemala
"('COLEGIO BASICO MODERNO PARA COMPUTACION BMPC', 'guatemala')",[],guatemala
"('LICEO VALLE DEL SOL', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO MIXTO GUATEMALA', 'guatemala')",[],guatemala
"('LICEO TECNICO DE VILLA NUEVA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO MARTA MARIA', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO IMBPC EN LINEA IMBPC ONLINE', 'guatemala')",[],guatemala
"('LICEO GUATEMALTECO ISAAC NEWTON', 'guatemala')",[],guatemala
"('LICEO COMPUMARKET', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO SODIFAG', 'guatemala')",[],guatemala
"('COLEGIO RAFAEL AREVALO MARTINEZ', 'guatemala')",[],guatemala
"('LICEO TECNOLOGICO VILLA LATINO', 'guatemala')",[],guatemala
"('LICEO CRISTIANO BALUARTE DE LA ENSEÑANZA', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO MIXTO LOS ROSALES', 'guatemala')",[],guatemala
"('COLEGIO MONTE MARIA', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO EL ROBLEDO', 'guatemala')",[],guatemala
"('COLEGIO CULTURAL AVE MARIA DE LA ASUNCION', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO INTEGRAL MIXTO FUENTE DE SAN JOSE FSJ', 'guatemala')",[],guatemala
"('LICEO PIERRE DE FERMAT', 'guatemala')",[],guatemala
"('INSTITUTO PROFESIONAL DE COMPUTACION', 'guatemala')",[],guatemala
"('COLEGIO METRO KIDS', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO IMBPC EN LINEA, IMBPC ONLINE', 'guatemala')",[],guatemala
"('LICEO INTEGRAL MIXTO LEON DE JUDA', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO FE Y ALEGRIA NO. 14', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO MIEL', 'guatemala')",[],guatemala
"('LICEO CRISTIANO PEDAGOGICO', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO FE Y ALEGRIA NO. 22', 'guatemala')",[],guatemala
"('LICEO SAN MARCOS', 'guatemala')",[],guatemala
"('COLEGIO LAS AMERICAS NO. 2', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO GEOEDJGUS', 'guatemala')",[],guatemala
"('COLEGIO CALLE REAL', 'guatemala')",[],guatemala
"('INSTITUTO MIXTO DE EDUCACION BASICA Y DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO INTELLECTUS PREUNIVERSITARIO', 'guatemala')",[],guatemala
"('COLEGIO LAS AMERICAS', 'guatemala')",[],guatemala
"('LICEO CRISTIANO SENDAS NUEVAS', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO MIXTO INTEGRACION CRISTIANA', 'guatemala')",[],guatemala
"('COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE LAS MERCEDES', 'guatemala')",[],guatemala
"('INSTITUTO TECNICO SUPERIOR MARIA AUXILIADORA', 'guatemala')",[],guatemala
"('LICEO MIXTO VIRGEN DE SARAPIQUI', 'guatemala')",[],guatemala
"('LICEO TECNICO INDUSTRIAL MAYA TIKAL', 'guatemala')",[],guatemala
"('LICEO TÉCNICO INDUSTRIAL MAYA TIKAL', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO JOSÉ MILLA Y VIDAURRE', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO CARES', 'guatemala')",[],guatemala
"('ESCUELA PARA ADULTOS CON FORMACIÓN PARA EL TRABAJO DEBORA', 'guatemala')",[],guatemala
"('COLEGIO RAFAEL AREVALO MARTÍNEZ', 'guatemala')",[],guatemala
"('COLEGIO MIXTO JUAN JACOBO ROUSSEAU', 'guatemala')",[],guatemala
"('LICEO MIXTO CRISTIANO PIAGET', 'guatemala')",[],guatemala
"('INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA PLANES DEL FRUTAL', 'guatemala')",[],guatemala
"('CENTRO ESCOLAR CATÓLICO LA ESCUELA DE CRISTO', 'guatemala')",[],guatemala
"('COLEGIO TECNOLOGICO INTEGRAL DE GUATEMALA', 'guatemala')",[],guatemala
"('LICEO VALLES DEL SOL', 'guatemala')",[],guatemala
"('CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE', 'guatemala')",[],guatemala
"('PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA DE LA DIRECCION GENERAL DE EDUCACION EXTRAESCOLAR', 'guatemala')",[],guatemala
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR MODALIDAD FLEXIBLE', 'guatemala')",[],guatemala
"('LICEO INTERCULTURAL DE GUATEMALA', 'guatemala')",[],guatemala
"('LICEO PIERRE DE FERMAT II', 'guatemala')",[],guatemala
"('LICEO SAN JUDAS TADEO', 'guatemala')",[],guatemala
"('COLEGIO LA EXCELENCIA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO KAIROS', 'guatemala')",[],guatemala
"('COLEGIO MIXTO VALLE DE YAHVEH', 'guatemala')",[],guatemala
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA BÁRCENAS', 'guatemala')",[],guatemala
"('LICEO INTERCULTURAL DE GUATEMALA II', 'guatemala')",[],guatemala
"('LICEO TECNOLÓGICO GALES', 'guatemala')",[],guatemala
"('COLEGIO MIS PEQUEÑOS EINSTEIN', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO CRISTIANO LIGA DE VIDA NUEVA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO DIVINA INFANCIA', 'guatemala')",[],guatemala
"('COLEGIO EPISCOPAL CANTERBURY VILLANOVANO', 'guatemala')",[],guatemala
"('CENTRO DE ESTUDIOS DE INFORMÁTICA, COMPUTACIÓN Y TECNOLOGÍA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO RUBEN DARIO', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO AMINADAB', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO NUESTRA SEÑORA DE AMÉRICA', 'guatemala')",[],guatemala
"('LICEO LIDERES DEL FUTURO', 'guatemala')",[],guatemala
"('LICEO TECNOLOGICO MAHANAIM', 'guatemala')",[],guatemala
"('LICEO TECNOLÓGICO MAHANAIM', 'guatemala')",[],guatemala
"('LICEO TÉCNICO DE VILLA NUEVA', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO EL OLIVO', 'guatemala')",[],guatemala
"('LICEO TECNOLÓGICO VALLE DE LA ASUNCIÓN', 'guatemala')",[],guatemala
"('COLEGIO INTERNACIONES', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO TERRANOVA II', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO TERRANOVA', 'guatemala')",[],guatemala
"('LICEO TECNOLOGICO GALES', 'guatemala')",[],guatemala
"('INSTITUTO PROFESIONAL DE COMPUTACIÓN', 'guatemala')",[],guatemala
"('COLEGIO PARTICULAR MIXTO DIOS DE ISRAEL', 'guatemala')",[],guatemala
"('COLEGIO LICEO MARQUENSE', 'guatemala')",[],guatemala
"('COLEGIO TERCER MILENIO', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO MANUEL GALICH', 'guatemala')",[],guatemala
"('LICEO MIXTO EVANGELICO DE ORDEN DIVINO', 'guatemala')",[],guatemala
"('COLEGIO AMOR Y SABIDURIA', 'guatemala')",[],guatemala
"('COLEGIO MIXTO CRISTIANO JOSUE', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO IMBPC EN LÍNEA IMBPC ONLINE', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION', 'guatemala')",[],guatemala
"('LICEO JAVIER', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CATOLICO', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO VILLA NUEVA', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA PATRIA ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 17 DE ABRIL', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTRO EDUCATIVO MODERNO ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTRO EDUCACIONAL MODERNO ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CATOLICO ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO EL MESIAS ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO ', 'guatemala')",[],guatemala
"(' LICEO VALLE DEL SOL ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE ', 'guatemala')",[],guatemala
"('CENTRO DE ESTUDIOS DE INFORMATICA COMPUTACION Y TECNOLOGIA', 'guatemala')",[],guatemala
"('CENTRO DE ESTUDIOS DE INFORMATICA Y TECNOLOGIA', 'guatemala')",[],guatemala
"('COLEGIO PRIVADO MIXTO CAMPO VERDE ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO GUATEMALA DE LA ASUNCION ', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO BILINGUE MADELIN ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION ', 'guatemala')",[],guatemala
"('CENTRO CRISTIANO EDUCACIONAL VIDA S.A.', 'guatemala')",[],guatemala
"('CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS', 'guatemala')",[],guatemala
"('CENTRO INDUSTRIAL NO. 7 ANEXO A LA EOUM NO. 99 CONFEDERACION SUIZA ', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO LINDA VISTA', 'guatemala')",[],guatemala
"('INSTITUTO MIXTO DE DIVERSIFICADO BARCENAS', 'guatemala')",[],guatemala
"('COLEGIO SABATINO LA SABIDURIA', 'guatemala')",[],guatemala
"('LICEO MIXTO CRISTIANO PIAGET ', 'guatemala')",[],guatemala
"('LICEO MIXTO EN COMPUTACION MIRALVALLE', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO MIXTO GUATEMALA ', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO AMOR Y ENSEÑANZA ', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO AMOR Y ENSEÑANZA', 'guatemala')",[],guatemala
"('COLEGIO AMOR Y SABIDURIA ', 'guatemala')",[],guatemala
"('COLEGIO MIXTO NOCTURNO LA ILUSTRACION', 'guatemala')",[],guatemala
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO MIXTO EL MESIAS ', 'guatemala')",[],guatemala
"('COLEGIO PAZ DESARROLLO Y EXITO', 'guatemala')",[],guatemala
"('LICEO EL CARMEN', 'guatemala')",[],guatemala
"('LICEO BILINGUE AMERICANO VERA ELISA', 'guatemala')",[],guatemala
"('LICEO TECNOLOGICO VOCACIONAL GALILEI ', 'guatemala')",[],guatemala
"('INSTITUO MIXTO NOCTURNO EL ANGEL', 'guatemala')",[],guatemala
"('COLEGIO MIXTO LA ILUSTRACION ', 'guatemala')",[],guatemala
"('COLEGIO AMOR Y SABIDURIA POR MADUREZ', 'guatemala')",[],guatemala
"('LICEO MIXTO EN COMPUTACION MIRALVALLE ', 'guatemala')",[],guatemala
"('COLEGIO MIXTO EVANGELICO LA VERDAD', 'guatemala')",[],guatemala
"('LICEO JAVIER VESPERTINO', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO BEZALEEL', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO BEZALEEL ', 'guatemala')",[],guatemala
"('COLEGIO CRISITIANO BEZALEEL', 'guatemala')",[],guatemala
"('LICEO MIXTO EVEREST', 'guatemala')",[],guatemala
"('INSTITUTO TECNICO CIENTIFICO DR. FERNANDO QUEVEDO', 'guatemala')",[],guatemala
"('COLEGIO CRISTIANO MISNA ', 'guatemala')",[],guatemala
"('COLEGIO NUESTRA SEÑORA DE LOURDES', 'guatemala')",[],guatemala
"('COLEGIO NUESTRA SEQORA DE LOURDES', 'guatemala')",[],guatemala
"('COLEGIO CAMPO ALTO', 'guatemala')",[],guatemala
"('COLEGIO PRIVADO RENACIMIENTO', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO EL SANTUARIO ', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO MIXTO GUATEMALA II', 'guatemala')",[],guatemala
"('CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS CEMP', 'guatemala')",[],guatemala
"('LICEO EDUCATIVO LA ASUNCION', 'guatemala')",[],guatemala
"('COLEGIO CAMPOS VERDES', 'guatemala')",[],guatemala
"('LICEO GALES', 'guatemala')",[],guatemala
"('LICEO TECNICO INDUSTRIAL MAYA TIKAL ', 'guatemala')",[],guatemala
"('LICEO EVANGELICO ROCA DE LOS SIGLOS', 'guatemala')",[],guatemala
"('COLEGIO MIXTO MARTAMARIA', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA', 'guatemala')",[],guatemala
"('CENTRO CRISTIANO EDUCACIONAL VIDA', 'guatemala')",[],guatemala
"('CENTRO CULTURAL AVE MARIA DE LA ASUNCION', 'guatemala')",[],guatemala
"('COLEGIO ESMERALDA II', 'guatemala')",[],guatemala
"('COLEGIO ETAMABAL', 'guatemala')",[],guatemala
"('LICEO SAN JOSE DE LOS OLIVOS', 'guatemala')",[],guatemala
"('COLEGIO EVANGELICO AMIGOS', 'guatemala')",[],guatemala
"('INSTITUTO TECNOLOGICO JAMES PRESCOT JOULE', 'guatemala')",[],guatemala
"('LICEO VILLA NUEVA', 'guatemala')",[],guatemala
"('LICEO CIENTIFICO JOCOTILLO', 'guatemala')",[],guatemala
"('COLEGIO ALCAZAR DE TOLEDO', 'guatemala')",[],guatemala
"('INSTITUTO TECNICO INDUSTRIAL ARTES Y OFICIOS', 'guatemala')",[],guatemala
"('COLEGIO MARÍA EUGENIA MILLERET', 'guatemala')",[],guatemala
"('COLEGIO DE INFORMATICA AVANZADA COMPUCEIC', 'guatemala')",[],guatemala
"('LICEO DEL MONTE', 'guatemala')",[],guatemala
"('COLEGIO MONTE ALTO', 'guatemala')",[],guatemala
"('COLEGIO RAFAEL PRATDESABA', 'guatemala')",[],guatemala
"('COLEGIO TECNOLÓGICO CANALEÑO', 'guatemala')",[],guatemala
"('LICEO ALVARADO', 'guatemala')",[],guatemala
"('LICEO PROFESIONAL DE COMPUTACIÓN MANUEL GALICH', 'guatemala')",[],guatemala
"('LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA', 'guatemala')",[],guatemala
"('LICEO CENTROAMERICANO BOCA DEL MONTE', 'guatemala')",[],guatemala
"('LICEO MONTEGAL', 'guatemala')",[],guatemala
"('COLEGIO BILINGÜE INTERNACIONAL MANOS A LA OBRA', 'guatemala')",[],guatemala
"('LICEO DEL SUR', 'guatemala')",[],guatemala
"('LICEO EN COMPUTACIÓN MONTREAL', 'guatemala')",[],guatemala
"('COLEGIO MIXTO SANTA ELENA DEL SUR ', 'guatemala')",[],guatemala
"('INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DORIS LEONOR ZUNUN CARRERA', 'guatemala')",[],guatemala
"('COLEGIO ELI', 'guatemala')",[],guatemala
"('INSTITUTO TECNOLÓGICO MUNICIPAL', 'guatemala')",[],guatemala
"('COLEGIO TÉCNICO SUIZO', 'guatemala')",[],guatemala
"('COLEGIO TECNOLOGICO CANALEÑO', 'guatemala')",[],guatemala
"('LICEO MONTEALTO', 'guatemala')",[],guatemala
"('COLEGIO DE INFORMATICA AVANZADA COMPUCEIC ', 'guatemala')",[],guatemala
"('COLEGIO MIXTO SANTA ELENA DEL SUR', 'guatemala')",[],guatemala
"('CENTRO EDUCATIVO INTEGRAL COMPUTARIZADO', 'guatemala')",[],guatemala
"('COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSÉ ARÉVALO BERMEJO', 'guatemala')",[],guatemala
"('COLEGIO CARLOS ENRIQUE PÉREZ RAMÍREZ', 'guatemala')",[],guatemala
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES AMERICA', 'guatemala')",[],guatemala
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA FORMACION INTEGRAL B.D.M. JV', 'guatemala')",[],guatemala
"('CENTRO EDUCACIONAL BENEDICTINO', 'guatemala')",[],guatemala
"('LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH ', 'guatemala')",[],guatemala
"('INSTITUTO PARTICULAR MIXTO CARLOS HUMBERTO AGUIRRE PEREZ JN', 'guatemala')",[],guatemala
"('COLEGIO MIXTO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO B.', 'guatemala')",[],guatemala
"('LICEO MIXTO VILLA CANALES ', 'guatemala')",[],guatemala
"('COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO BERMEJO', 'guatemala')",[],guatemala
"('COLEGIO CIENTIFICO CENTROAMERICANO C.C.C.', 'guatemala')",[],guatemala
"('INSTITUTO MIXTO PRIVADO DIEGUEZ OLAVERRI POR MADUREZ', 'guatemala')",[],guatemala
"('INSTITUTO PARTICULAR MIXTO DIEGUEZ OLAVERRI', 'guatemala')",[],guatemala
"('COLEGIO PRIVADO SAN JOSE DE LA ENCARNACIÓN', 'guatemala')",[],guatemala
"('COLEGIO DESARROLLO DEL POTENCIAL INTELECTUAL VILLAGE', 'guatemala')",[],guatemala
"('LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH', 'guatemala')",[],guatemala
