establecimiento,filas,dataset
"('COLEGIO MIXTO JUVENTUD ACTIVA', 'capital')",[],capital
"('LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION', 'capital')",[],capital
"('LICEO TECNICO.', 'capital')",[],capital
"('LICEO AMERICANO TECNOLOGICO EN COMPUTACION', 'capital')",[],capital
"('LICEO JUVENIL DE COMPUTACION C.S.S', 'capital')",[],capital
"('COLEGIO MIXTO SENDA DEL SABER', 'capital')",[],capital
"('LICEO MIXTO EVANGELICO FUENTE SAGRADA DEL SABER', 'capital')",[],capital
"('LICEO EN COMPUTACION SHOFAR', 'capital')",[],capital
"('CENTRO EDUCATIVO JUVENIL BAUTISTA SHALOM', 'capital')",[],capital
"('COLEGIO MIXTO EVANGELICO GILGAL ', 'capital')",[],capital
"('LICEO PINARES', 'capital')",[],capital
"('LICEO AMERICANO TECNOLOGICO DE COMPUTACION', 'capital')",[],capital
"('COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION', 'capital')",[],capital
"('COLEGIO PRIVADO MIXTO EN COMPUTACION FERMAT ', 'capital')",[],capital
"('COLEGIO PRIVADO MIXTO EN COMPUATCION FERMAT ', 'capital')",[],capital
"('COLEGIO PRIVADO MIXTO EN COMPUTACION FERMAT POR MADUREZ', 'capital')",[],capital
"('ESCUELA ALTERNATIVA LUZ Y ESPERANZA /GRUPO CEIBA', 'capital')",[],capital
"('CENTRO EDUCATIVO LANCASTERIANO', 'capital')",[],capital
"('LICEO JUVENIL DE COMPUTACION C.S.S.', 'capital')",[],capital
"('COLEGIO LA EDUCACION', 'capital')",[],capital
"('COLEGIO CRISTIANO AVIVAMIENTO', 'capital')",[],capital
"('COLEGIO NUESTRA SEÑORA DE LOS MEDALLA MILAGROSA', 'capital')",[],capital
"('INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA JORNADA NOCTURNA', 'capital')",[],capital
"('COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACIÓN KAIROS', 'capital')",[],capital
"('COLEGIO EVANGÉLICO MIXTO INNOVADOR', 'capital')",[],capital
"('LICEO COMERCIAL TECNOLOGICO EL RODEO', 'capital')",[],capital
"('CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2', 'capital')",[],capital
"('LICEO TÉCNICO VOCACIONAL GALILEI', 'capital')",[],capital
"('COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1', 'capital')",[],capital
"('COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2', 'capital')",[],capital
"('COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3', 'capital')",[],capital
"('COLEGIO MIXTO SAN PEDRO DAMIAN', 'capital')",[],capital
"('CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA', 'capital')",[],capital
"('COLEGIO PRIVADO MIXTO BELÉN', 'capital')",[],capital
"('LICEO COMERCIAL TECNOLÓGICO EL RODEO', 'capital')",[],capital
"('COLEGIO EVANGÉLICO MIXTO INTEGRAL', 'capital')",[],capital
"('INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA, JORNADA NOCTURNA', 'capital')",[],capital
"('LICEO TÉCNICO SAN JUAN', 'capital')",[],capital
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA SEÑORA DE LA MEDALLA MILAGROSA', 'capital')",[],capital
"('INSTITUTO MIXTO GUATEMALTECO ISRAELI', 'capital')",[],capital
"('INSTITUTO NUESTRA CULTURA', 'capital')",[],capital
"('COLEGIO PROFESOR EFRAIN URIZAR LEAL LA EDUCACION', 'capital')",[],capital
"('COLEGIO TECNOLOGICO INDUSTRIAL', 'capital')",[],capital
"('COLEGIO PRIVADO MIXTO BELEN', 'capital')",[],capital
"('COLEGIO EVANGELICO MIXTO INTEGRAL', 'capital')",[],capital
"('COLEGIO PRIVADO MIXTO BELEN ', 'capital')",[],capital
"('INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO EXPERIMENTAL DE EDUCACION MEDIA SIMON BOLIVAR', 'capital')",[],capital
"('LICEO MIXTO CRISTIANO ISRAEL, SOCIEDAD ANONIMA', 'capital')",[],capital
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO', 'capital')",[],capital
"('INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA RAMIRO DE LEON CARPIO', 'capital')",[],capital
"('CENTRO EDUCATIVO DEMOSOFT', 'capital')",[],capital
"('INED METROPOLITANO DEL SUR', 'capital')",[],capital
"('COLEGIO MIXTO AMANECER JUVENIL', 'capital')",[],capital
"('CENTRO EDUCATIVO PROYECTO 70/7', 'capital')",[],capital
"('INSTITUTO MIXTO PRIVADO INDUSTRIAL ISRAEL', 'capital')",[],capital
"('CENTRO MIXTO EDUCATIVO EMILENO ', 'capital')",[],capital
"('COLEGIO OSORIO SANDOVAL', 'capital')",[],capital
"('COLEGIO OSORIO SANDOVAL ', 'capital')",[],capital
"('COLEGIO MIXTO BILINGUE JUVENIL AMERICANO ', 'capital')",[],capital
"('COLEGIO MIXTO BILINGUE SENDERO DE LUZ', 'capital')",[],capital
"('ESCUELA NACIONAL DE FORMACION SECRETARIAL NO. 4', 'capital')",[],capital
"('COLEGIO CAN EK ITZA ', 'capital')",[],capital
"('INSTITUTO NACIONAL DIVERSIFICADO LICENCIADA CELIA MARGARITA BALLESTEROS SOLARES', 'capital')",[],capital
"('ESCUELA NORMAL RURAL NO. 1 PEDRO MOLINA', 'chimaltenango')",[],chimaltenango
"('COLEGIO MIXTO SANTA ANA', 'chimaltenango')",[],chimaltenango
"('COLEGIO JOSÉ SIMEÓN CAÑAS Y VILLACORTA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO EVANGÉLICO AMÉRICA LATINA', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGELICO MIXTO AMERICA', 'chimaltenango')",[],chimaltenango
"('TECNOLOGICO PREUNIVERSITARIO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNICO INDUSTRIAL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNOLOGICO CHIMALTECO', 'chimaltenango')",[],chimaltenango
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES LEONIDAS MENCOS AVILA ', 'chimaltenango')",[],chimaltenango
"('ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA PROF. MIGUEL ANGEL FRANCISCO JUÁREZ PÉREZ', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO NATANAEL', 'chimaltenango')",[],chimaltenango
"('ESCUELA NORMAL DE EDUCACION FISICA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DR. PEDRO MOLINA', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 C.E.T.A.CH. NO. 2', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TECNICOS AVANZADOS DE CHIMALTENANGO NO. 2 C E T A CH NO 2', 'chimaltenango')",[],chimaltenango
"('COLEGIO MIXTO SANTA TERESITA', 'chimaltenango')",[],chimaltenango
"('LICEO NUEVA GENERACION', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO C.E.T.A.CH.', 'chimaltenango')",[],chimaltenango
"('COLEGIO BLESS', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO TECNÓLOGICO CENTRAL CIUDAD DE LOS ESCUDOS', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS INTEGRADOS CEI', 'chimaltenango')",[],chimaltenango
"('COLEGIO MENBEN', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 C E T A CH NO 2', 'chimaltenango')",[],chimaltenango
"('LICEO INTEGRAL CIENTIFICO EN COMPUTACION', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO HISPANOAMERICANO', 'chimaltenango')",[],chimaltenango
"('COLEGIO SAGRADA ESPERANZA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO TECNOLOGICO CENTRAL CIUDAD DE LOS ESCUDOS', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO TECNOLÓGICO CENTRAL CIUDAD DE LOS ESCUDOS', 'chimaltenango')",[],chimaltenango
"('LICEO CIENTIFICO TECNOLOGICO ENGADI', 'chimaltenango')",[],chimaltenango
"('COLEGIO CRISTIANO VERBO CHIMALTENANGO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO CHIMALTECO DE EDUCACIÓN INTEGRAL', 'chimaltenango')",[],chimaltenango
"('LICEO EN CIENCIA Y TECNOLOGIA DE OCCIDENTE', 'chimaltenango')",[],chimaltenango
"('TECNOLÓGICO PREUNIVERSITARIO', 'chimaltenango')",[],chimaltenango
"('COLEGIO CRISTIANO CATÓLICO JUAN PABLO II', 'chimaltenango')",[],chimaltenango
"('COLEGIO NIMALÄJ KAQCHIKEL AMAQ TIJOB ÄL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA PEM. AURA MARINA SOCOY QUELEX', 'chimaltenango')",[],chimaltenango
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX SABIDURÍA', 'chimaltenango')",[],chimaltenango
"('ESCUELA NORMAL BILINGÜE INTERCULTURAL RUK U X WAQXAQI Q ANIL ESENCIA DE LAS OCHO SEMILLAS', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGÉLICO BILINGÜE ESCORBÁN', 'chimaltenango')",[],chimaltenango
"('COLEGIO GABRIEL G&R', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO MONTE CRISTO', 'chimaltenango')",[],chimaltenango
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR MI ESPECIAL TESORO', 'chimaltenango')",[],chimaltenango
"('COLEGIO ROBINSON', 'chimaltenango')",[],chimaltenango
"('INSTITUTO DE EDUCACIÓN MEDIA LA ESPERANZA', 'chimaltenango')",[],chimaltenango
"('COLEGIO DEL FUTURO', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO LA ESCUELA EN SU CASA CHIMALTENANGO', 'chimaltenango')",[],chimaltenango
"('LICEO EN CIENCIA Y TECNOLOGÍA DE OCCIDENTE', 'chimaltenango')",[],chimaltenango
"('PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA', 'chimaltenango')",[],chimaltenango
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEPARTAMENTAL', 'chimaltenango')",[],chimaltenango
"('COLEGIO CRISTIANO AGUA DE VIDA', 'chimaltenango')",[],chimaltenango
"('COLEGIO CRISTIANO INTERNACIONAL MISIONERO LOS ROBLES', 'chimaltenango')",[],chimaltenango
"('LICEO NUEVA GENERACIÓN', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 C.E.T.A.CH. NO. 2', 'chimaltenango')",[],chimaltenango
"('COLEGIO CATÓLICO EL SAGRADO CORAZÓN DE JESÚS', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRIVADO DE COMPUTACIÓN INFORMÁTICA', 'chimaltenango')",[],chimaltenango
"('COLEGIO CIENTÍFICO INTEGRAL RENACIMIENTO', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO C.E.T.A.CH.', 'chimaltenango')",[],chimaltenango
"('LICEO CIENTÍFICO TECNOLÓGICO ENGADI', 'chimaltenango')",[],chimaltenango
"('INST. PRIVADO MIXTO DE EDUC. DIVERSIFICADA COLEGIO EN COMPUTACION E & B ', 'chimaltenango')",[],chimaltenango
"('COLEGIO SANTA ANA ', 'chimaltenango')",[],chimaltenango
"('LICEO PREUNIVERSITARIO ', 'chimaltenango')",[],chimaltenango
"('COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION ', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGELICO MIXTO ALPHA Y OMEGA', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO WASHINGTON ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POPO WUJ', 'chimaltenango')",[],chimaltenango
"('LICEO APLICADO EN COMPUTACION ', 'chimaltenango')",[],chimaltenango
"('INSTITUTO BASICO DE SALUD LIC. CONCEPCION SOLIS IRIARTE ', 'chimaltenango')",[],chimaltenango
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'chimaltenango')",[],chimaltenango
"('INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ ASECSA', 'chimaltenango')",[],chimaltenango
"('COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION', 'chimaltenango')",[],chimaltenango
"('COLEGIO MARÍA INMACULADA', 'chimaltenango')",[],chimaltenango
"('ESCUELA NORMAL DE EDUCACION BILINGUE INTERCULTURAL RUK U X WAQXAQI Q ANIL ESENCIA DE LAS OCHO SEMILLAS', 'chimaltenango')",[],chimaltenango
"('COLEGIO MESOAMERICANO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA', 'chimaltenango')",[],chimaltenango
"('LICEO TECNOLOGICO BILINGUE CUAUHTEMALLAN DE CHIMALTENANGO', 'chimaltenango')",[],chimaltenango
"('COLEGIO CIENTIFICO INTEGRAL RENACIMIENTO', 'chimaltenango')",[],chimaltenango
"('COLEGIO CIENTIFICO INTEGRAL RENACIMIENTOMADUREZ', 'chimaltenango')",[],chimaltenango
"('ESCUELA NORMAL BILINGUE INTERCULTURAL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES MILENIUM', 'chimaltenango')",[],chimaltenango
"('CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO C.E.T.A.CH. ', 'chimaltenango')",[],chimaltenango
"('ESCUELA NACIONAL DE FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES LEONIDAS MENCOS AVILA', 'chimaltenango')",[],chimaltenango
"('COLEGIO INTEGRAL CHIMALTECO', 'chimaltenango')",[],chimaltenango
"('ESCUELA DE CIENCIAS ECONOMICO CONTABLES Y COMERCIALES DR. JUAN JOSE AREVALO BERMEJO', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO CAMINEMOS JUNTOS ', 'chimaltenango')",[],chimaltenango
"('COLEGIO INTEGRAL SANTA MONICA CISMA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO EDUCATIVO INTERCULTURAL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POAQUIL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO BILINGÜE INTERCULTURAL SAN JOSÉ POAQUIL', 'chimaltenango')",[],chimaltenango
"('LICEO EVANGÉLICO SALEM', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO MAYA COMUNITARIO OXLAJUJ Q´ANIL', 'chimaltenango')",[],chimaltenango
"('LICEO SAN JOSÉ', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ILUMINANDO EL MUNDO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO DEL NIVEL MEDIO CICLO DIVERSIFICADO', 'chimaltenango')",[],chimaltenango
"('COLEGIO DE EDUCACION MEDIA IXIN AC UALA ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO MAYA COMUNITARIO OXLAJUJ Q ANIL 13 SEMILLAS', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO BILINGUE INTERCULTURAL SAN JOSE POAQUIL', 'chimaltenango')",[],chimaltenango
"('COLEGIO PRIVADO EL VALLE', 'chimaltenango')",[],chimaltenango
"('LICEO MUNICIPAL CIENTÍFICO TECNOLÓGICO SAN MARTÍN', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGELICO MIXTO GETSEMANI', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO JERUSALEN', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGÉLICO MIXTO GETSEMANÍ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO SAN JUAN PABLO CEJUPA', 'chimaltenango')",[],chimaltenango
"('COLEGIO PRIVADO LA AMISTAD', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO JERUSALÉN', 'chimaltenango')",[],chimaltenango
"('COLEGIO PRIVADO MIGUEL ÁNGEL SARAZÚA ROCA', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO TECNOLÓGICO INNOVA CETI', 'chimaltenango')",[],chimaltenango
"('ESCUELA NORMAL BILINGUE INTERCULTURAL NIM NA OJ', 'chimaltenango')",[],chimaltenango
"('LICEO MUNICIPAL CIENTIFICO TECNOLOGICO SAN MARTIN', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA XEKUPILAJ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO FORMACION Y CIENCIA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO BILINGÜE INTERCULTURAL SAN JUAN COMALAPA', 'chimaltenango')",[],chimaltenango
"('COLEGIO MIXTO EVANGÉLICO BETHLEHEM', 'chimaltenango')",[],chimaltenango
"('COLEGIO BILINGÜE INTEGRAL CIENCIA, ARTE Y NACIONALISMO ICAN', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO BILINGÜE INTERCULTURAL RUK U X TIJONÏK', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO TÉCNICO CHIXOT', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO FUENTE DE SABIDURÍA', 'chimaltenango')",[],chimaltenango
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR TEJIENDO EL FUTURO', 'chimaltenango')",[],chimaltenango
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR GRUPO CEIBA', 'chimaltenango')",[],chimaltenango
"('COLEGIO MIXTO EVANGÈLICO BETHLEHEM', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO FORMACIÓN Y CIENCIA', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO MONTE SION 2', 'chimaltenango')",[],chimaltenango
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADSCRITO AL INSTITUTO ANDRES CURRUCHICHE ', 'chimaltenango')",[],chimaltenango
"('LICEO MIXTO BILINGUE SAN JUAN', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNOLOGICO MUNICIPAL AJPU ITMA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO BILINGUE INTERCULTURAL SAN JUAN COMALAPA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SALVANDO NUESTRA NATURALEZA', 'chimaltenango')",[],chimaltenango
"('LICEO TECNOLÓGICO BILINGÜE EL ROBLE', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA 6 DE FEBRERO', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGÉLICO MIXTO BETHESDA', 'chimaltenango')",[],chimaltenango
"('COLEGIO DE FORMACIÓN INTEGRAL IXIMULEW', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO RUNAWAL B´ALAM YA´', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO RUNAWAL B´ALAM YA¨', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNOLÓGICO POR COOPERATIVA', 'chimaltenango')",[],chimaltenango
"('CENTRO DE FORMACIÓN TURÍSTICA E INFORMÁTICA LICEO TECPÁN', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGÉLICO ISRAEL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO DE EDUCACIÓN MUNICIPAL VALLE DEL SOL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNOLOGICO POR COOPERATIVA', 'chimaltenango')",[],chimaltenango
"('CENTRO DE FORMACION TURISTICA E INFORMATICA LICEO TECPAN', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGELICO ISRAEL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MIXTO DE EDUCACION MUNICIPAL VALLE DEL SOL', 'chimaltenango')",[],chimaltenango
"('CENTRO INTEGRAL EMPRESARIAL POR MADUREZ CIEM', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO INTEGRAL DEL AREA RURAL CEIDAR', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SOLIDARIDAD', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA FRATERNIDAD', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO 20 DE MAYO', 'chimaltenango')",[],chimaltenango
"('COLEGIO DE DIVERSIFICADO SAN GIL', 'chimaltenango')",[],chimaltenango
"('LICEO TECNOLÓGICO BILINGÜE GUATEMALAN', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNOLÓGICO DE COMPUTACIÓN INTECOM', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA I.C.I.', 'chimaltenango')",[],chimaltenango
"('COLEGIO SAN BERNARDINO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PREVOCACIONAL MIXTO SAN BERNARDINO', 'chimaltenango')",[],chimaltenango
"('CENTRO INTEGRAL DE EDUCACION CIENTIFICA PATZUN', 'chimaltenango')",[],chimaltenango
"('INSTITUTO MUNICIPAL DE DIVERSIFICADO POCHUTA CENTENARIO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN MIGUEL', 'chimaltenango')",[],chimaltenango
"('LICEO PRIVADO POCHUTECO CAMINO AL FUTURO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA PROFESORA AURA IRMA MENESES DE RAMIREZ', 'chimaltenango')",[],chimaltenango
"('COLEGIO INTEGRAL MESOAMERICANO', 'chimaltenango')",[],chimaltenango
"('ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA MUNICIPAL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TÉCNICO EXPERIMENTAL AGROINDUSTRIAL ALAN JUYU', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CARLOS EMILIO LEONARDO', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO RUNAWAL B ALAM YA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ACATENANGO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA AGROFORESTAL', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA ACATENANGO', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO VISION ETERNA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRACTICO DE EDUCACION MEDIA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO DE NIVEL MEDIO DE PROYECCION SOCIAL Y COMUNITARIA LA VOZ DE LA ESPERANZA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRIVADO MIXTO ORIZABA', 'chimaltenango')",[],chimaltenango
"('COLEGIO PARROQUIAL SAN PEDRO', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRIVADO MIXTO ORIZABA NO. 2', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA', 'chimaltenango')",[],chimaltenango
"('LICEO CAMPO ALEGRE', 'chimaltenango')",[],chimaltenango
"('COLEGIO PRIVADO MIXTO SAN ANDRES', 'chimaltenango')",[],chimaltenango
"('LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA', 'chimaltenango')",[],chimaltenango
"('COLEGIO EVANGÉLICO AGUA VIVA', 'chimaltenango')",[],chimaltenango
"('ESCUELA MUNICIPAL DE CIENCIAS COMERCIALES LIC. CARLOS HELMER LEMUS SILVA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA KOTZIJAL QUINAQ FLOR DE FRIJOL', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO TRILINGÜE NUEVO AMANECER', 'chimaltenango')",[],chimaltenango
"('COLEGIO BILINGÜE EN COMPUTACIÓN SAN BERNABÉ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO EN COMPUTACION NUEVA ESPERANZA', 'chimaltenango')",[],chimaltenango
"('COLEGIO CRISTIANO LOS BRAZOS DE JESÚS', 'chimaltenango')",[],chimaltenango
"('COLEGIO TECNOLÓGICO DE PARRAMOS', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO EN COMPUTACIÓN NUEVA ESPERANZA', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO PARRAMOS PROF. RIGOBERTO ZAMORA CHARUC ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO PARRAMOS PROF. RIGOBERTO ZAMORA CHARUC', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA PILAR DE VALORES Y CONOCIMIENTOS', 'chimaltenango')",[],chimaltenango
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ILUMINANDO EL MUNDO', 'chimaltenango')",[],chimaltenango
"('LICEO BILINGUE LOS ANGELES', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TECNICO INDUSTRIAL ZARAGOZA DE HEREDIA', 'chimaltenango')",[],chimaltenango
"('INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA', 'chimaltenango')",[],chimaltenango
"('COLEGIO MIXTO BILINGÜE NEW CONCEPT', 'chimaltenango')",[],chimaltenango
"('COLEGIO ACADEMIA INTERNACIONAL DE ALTOS SUEÑOS', 'chimaltenango')",[],chimaltenango
"('LICEO CRISTIANO MONTE SIÓN', 'chimaltenango')",[],chimaltenango
"('LICEO BILINGÜE LOS ANGELES', 'chimaltenango')",[],chimaltenango
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PARA OBREROS ', 'chimaltenango')",[],chimaltenango
"('ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA DE ENSEÑANZA LIC. CARLOS ABILIO GIRON NORIEGA ', 'chimaltenango')",[],chimaltenango
"('CENTRO EDUCATIVO BILINGUE KAJI IMOX', 'chimaltenango')",[],chimaltenango
"('COLEGIO MIXTO NUESTRA SEÑORA DEL PILAR', 'chimaltenango')",[],chimaltenango
"('COLEGIO SAGRADA INFANCIA', 'chimaltenango')",[],chimaltenango
